book_name,book_image,author,page,short_description,programming_language,concept,tool,ratings,user_id
Mastering Apache Solr 7.x,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788837385cov20-20copy.png,By Sandeep Nair,308,Accelerate your enterprise search engine and bring relevancy in your search analytics,Java,Enterprise Search,Solr,2,299
Solr Cookbook - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783553150.png,By Rafał Kuć,356,Solve real-time problems related to Apache Solr 4.x and 5.0 effectively with the help of over 100 ea...,Java,Enterprise Search,Solr,3,145
Apache Solr Search Patterns,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847os.jpg,By Jayant Kumar,316,Leverage the power of Apache Solr to power up your business by navigating your users to their data q...,Java,Enterprise Search,Solr,3,205
Apache Solr Enterprise Search Server - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/3/1363os_apache20solr20420enterprise20search20server.jpg,By David Smiley,432,"Enhance your search experience with Apache Solr 4 - from faceted navigation, result highlighting and...",Java,Enterprise Search,Solr,5,106
Apache Solr Beginner�s Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/5/2520os_apache20solr_frontcover.jpg,By Alfredo Serafini,324,"Where do you start with Apache Soir? We'd suggest with this book, which assumes no prior knowledge a...",Java,Enterprise Search,Solr,3,314
Apache Solr 3.1 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2183_apache20solr203..jpg,By Rafał Kuć,300,Over 100 recipes to discover new ways to work with Apache’s Enterprise Search Server,Java,Enterprise Search,Solr,3,346
Apache Solr 4 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/3/1325os_cov.jpg,By Rafał Kuć,328,Apache Solr 4 can transform the effectiveness of your search engines and this book will show you how...,Java,Enterprise Search,Solr,5,286
Solr 1.4 Enterprise Search Server,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/8/5883_mockupcover.jpg,By David Smiley,336,"Enhance your search with faceted navigation, result highlighting, fuzzy queries, ranked scoring, and...",Java,Enterprise Search,Solr,5,339
Ext GWT 2.0: Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1841_ext20gwt20beginners20guide_pagenumber.001.jpg,By Daniel Vaughan,320,Take the user experience of your website to a new level with Ext GWT using this book and eBook,Java,Front End Web Development,Ext GWT,3,293
GateIn Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/6/8628os_gateln20cookbook_0.jpg,By Ken Finnigan,392,"Over 60 recipes for building portals with GateIn including user security, gadgets, and applications ...",Java,Front End Web Development,GateIn,5,180
Grails 1.1 Web Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6682_mockupcover.jpg,By Jon Dickinson,328,Reclaiming Productivity for faster Java Web Development,Java,Front End Web Development,Grails,1,347
Google Web Toolkit 2 Application Development Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2008os_google20web20toolkit20220application20development20cookbook.jpg,By Shamsuddin Ahammad,244,Google Web Toolkit book and eBook - over 70 simple but incredibly effective practical recipes to dev...,Java,Front End Web Development,GWT,4,237
Mastering Hibernate,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/3/5339os_4619_mastering20hibernate.jpg,By Ramin Rad,204,Learn how to correctly utilize the most popular Object-Relational Mapping tool for your Enterprise a...,Java,Front End Web Development,Hibernate,4,295
Play Framework Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/4/2400os_cov.jpg,By Julien Richard-Foy,200,An intuitive guide to creating easy-to-build scalable web applications using the Play framework,Java,Front End Web Development,Play,5,216
Learning Play! Framework 2,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/1/0120os.jpg,By Andy Petrella,290,"The Play Framework makes it easy to build web applications with Java & Scala, and this user-friendly...",Java,Front End Web Development,Play,4,291
PrimeFaces Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/6/0698os.jpg,By K. Siva Prasad Reddy,378,"The perfect introduction to PrimeFaces, this tutorial will take you step by step through all the gre...",Java,Front End Web Development,Primefaces,4,334
PrimeFaces Theme Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b02748_primefaces20theme20development_.jpg,By Andy Bailey,224,"Create, package, and customize stunning themes using PrimeFaces",Java,Front End Web Development,Primefaces,3,329
Seam 2.x Web Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/9/5920_mockupcover.jpg,By David Salter,300,"Build robust web applications with Seam, Facelets, and RichFaces using the JBoss application server",Java,Front End Web Development,Seam,3,146
Seam 2 Web Development: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/3/6365os_seam20220x20web20development_lite.jpg,By David Salter,104,"Testing, Data Persistence and Security ",Java,Front End Web Development,Seam,2,144
Learning Spring Boot 2.0 - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781786463784-original_26.png,By Greg L. Turnquist,370,Use Spring Boot to build lightning-fast apps,Java,Front End Web Development,Spring Boot,4,92
Spring Boot Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/1/4151os.jpg,By Alex Antonov,206,"Over 35 recipes to help you build, test, and run Spring applications using Spring Boot",Java,Front End Web Development,Spring Boot,5,313
Spring Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/3/2349os_3070_spring20essentials.jpg,By Shameer Kunjumohamed,260,Build mission-critical enterprise applications using Spring Framework and Aspect Oriented Programmin...,Java,Front End Web Development,Spring,4,315
Spring Integration Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/0/3071_9164os_spring20integration20essentials_0.jpg,By Chandan Pandey,198,Integrate the heterogeneous endpoints of enterprise applications with Spring Integration for effecti...,Java,Front End Web Development,Spring,3,344
Spring Web Flow 2 Web Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5425_mockupcover.jpg,By Markus Stäuble,272,Master Spring's well-designed web frameworks to develop powerful web applications,Java,Front End Web Development,Spring,5,270
Spring MVC: Designing Real-World Web Applications,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/0/c06151_mockupcover_low.png,By Shameer Kunjumohamed,944,"Unleash the power of Spring MVC and build enterprise-grade, lightning-fast web applications",Java,Front End Web Development,Spring,5,230
Building Microservices with Micronaut®,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800564237-original_38.png,By Nirmal Singh,362,"Explore different aspects of building modular microservices such as development, testing, maintenanc...",Java,Microservices,Gradle,5,90
Java EE 8 Microservices,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788475143_cover.png,By Kamalmeet Singh,260,Build microservices-based enterprise applications with the latest version of Java EE,Java,Microservices,Java EE,3,276
Hands-On Microservices - Monitoring and Testing,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/1/b10699.png,By Dinesh Rajput,160,"Learn and implement various techniques related to testing, monitoring and optimization for microserv...",Java,Microservices,JMeter,4,325
Hands-On Enterprise Java Microservices with Eclipse MicroProfile,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781838643102-original_35.png,By Cesar Saavedra,256,"An effective guide to designing, building, and deploying enterprise Java microservices with Eclipse ...",Java,Microservices,MicroProfile,4,15
Mastering Microservices with Java 9 - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b06392_cover.png,By Sourabh Sharma,316,Master the art of implementing scalable microservices in your production environment with ease,Java,Microservices,RxJava,4,324
Spring: Microservices with Spring Boot,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/1/b10472_0.png,By Ranga Rao Karanam,140,Unlock the power of Spring Boot to build and deploy production-ready microservices,Java,Microservices,Spring Boot,5,73
Hands-On Microservices with Spring Boot and Spring Cloud,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789613476-original_44.jpeg,By Magnus Larsson,668,Apply microservices patterns to build resilient and scalable distributed systems,Java,Microservices,Spring,4,232
Microservices Deployment Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/4/9434os_5763_microservices20deployment20cookbook.jpg,By Vikram Murugesan,378,"Master over 60 recipes to help you deliver complete, scalable, microservice-based solutions and see ...",Java,Microservices,Spring,5,328
Building Microservices with Spring,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/1/c13036_reupload.png,By Dinesh Rajput,502,Learn and use the design patterns and best practices in Spring to solve common design problems and b...,Java,Microservices,Spring,3,128
Spring 5.0 Microservices - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b06079.png,By Rajesh R V,414,"A practical, comprehensive, and user-friendly approach to building microservices in Spring",Java,Microservices,Spring,3,43
Spring Microservices,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6686cov_.jpg,By Rajesh R V,436,"Build scalable microservices with Spring, Docker, and Mesos",Java,Microservices,Spring,2,27
Practical Microservices,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785885082.png,By Umesh Ram Sharma,254,Learn how to implement the microservice architecture using Java,Java,Microservices,Spring,3,189
Getting Started with Hazelcast - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/3/5332os_getting20started20with20hazelcast20second20edition_.jpg,By Mat Johns,162,"Get acquainted with the highly scalable data grid, Hazelcast, and learn how to bring its powerful in...",Java,Programming Language,Hazelcast,4,296
Java Programming for Beginners,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788296298-original_86.png,By Mark Lassoff,318,"Java Programming for Beginners is an introduction to Java programming, taking you through the Java s...",Java,Programming Language,NetBeans,4,342
Java 7 New Features Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/6/5627en_java20se20720new20features20cookbook_cov.jpg,By Richard M. Reese,384,"Get up to speed with Java 7 the easy, enjoyable way. With over 100 recipes, this Cookbook lets you e...",Java,Programming Language,NetBeans,3,332
Mastering Microservices with Java - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789530728-original_32.png,By Sourabh Sharma,446,Master the art of implementing scalable and reactive microservices in your production environment wi...,Java,Programming Language,Spring Boot,3,339
CakePHP Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847193897.jpg,By Ahsanul Bari,332,Step-by-step introduction to rapid web development using the open-source MVC CakePHP framework,PHP,Application Development,CakePHP,4,297
FuelPHP Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5401os_b00876_fuelphp20application20development20blueprints.jpg,By Sébastien Drouyer,284,Supercharge your projects by designing and implementing web applications with FuelPHP,PHP,Application Development,FuelPHP,2,303
Laravel Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2111os_1.jpg,By Arda Kılıçdağı,260,For intermediate to advanced PHP programmers this is the perfect volume for mastering Laverel. It st...,PHP,Application Development,Laravel,5,181
Yii Application Development Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/1/3107os.jpg,By Alexander Makarov,408,This book is the perfect way to add the capabilities of Yii to your PHP5 development skills. Dealing...,PHP,Application Development,Yii,4,244
Zend Framework 2 Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2100os_cov.jpg,By Christopher Valles,298,PHP developers can create more powerful applications using the flexibility of Zend Framework 2. This...,PHP,Application Development,Zend Framework,4,151
Alfresco Developer Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847193110.jpg,By Jeff Potts,556,"Customizing Alfresco with actions, web scripts, web forms, workflows, and more",PHP,CMS,Alfresco,4,251
